,date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,casos_total,poblacio_total,incidencia_1000,co,no,no2,nox,o3,pm10,pm2.5,so2
672,2013-07-19,1.5,224,66.2,1007.3,271.4,24.9,29.8,20.8,0,186,130784,142.219.231.710.301,0.29,2.75,28.12,32.04,89.08,NA,NA,2.83
673,2013-07-20,1.7,174.5,61.9,1005.7,292.2,25,29.5,20.5,0.2,161,106910,150.593.957.534.375,0.27,2,22.58,25.67,86.88,NA,NA,3
674,2013-07-21,1.7,180.9,63.7,1007,305.9,25,28.9,20.7,0,871,489462,177.950.484.409.413,0.48,8.21,49.46,61.71,69.46,NA,NA,5.33
675,2013-07-22,1.5,224.5,58.6,1006.5,297.8,25.7,30.5,21.3,0,751,427808,175.546.039.344.753,0.37,2.62,30.79,34.58,85.58,NA,NA,2.12
676,2013-07-23,2.2,237.6,64.5,1004.9,315.7,25.7,30.2,21.4,0,614,353293,173.793.423.588.919,0.32,4.45,32.18,38.64,72.18,NA,NA,3
677,2013-07-24,2.4,243.2,59.1,1006.5,305.8,26,30.5,21.5,0,580,339595,170.791.678.322.708,NA,NA,NA,NA,NA,NA,NA,NA
678,2013-07-25,2,245.8,67.5,1006.2,318.5,26,31,21.1,0,604,370717,162.927.516.137.647,0.42,4.42,33.25,39.25,83.42,NA,NA,3.83
679,2013-07-26,2.1,147.6,58.4,1003.8,300.1,26.7,32.2,20.6,0,159,96415,164.912.098.739.823,0.33,1.96,15.75,18.67,94.25,NA,NA,2.83
680,2013-07-27,2.5,128.7,72.9,999.9,260.2,26.8,30.1,24.2,0,114,77764,146.597.397.253.228,0.45,1.54,19.25,21.33,79.33,NA,NA,2.83
681,2013-07-28,2.3,250.5,53.3,1001.7,293.6,27.6,32.3,22.9,0,834,464214,179.658.519.562.099,0.65,2.96,20.21,24.38,82.67,NA,NA,3.29
682,2013-07-29,2.6,202.1,50.9,1010,328.9,24.5,29.2,18.5,3.1,689,403919,170.578.754.651.304,0.44,3.5,26,31.33,73.42,NA,NA,2.79
683,2013-07-30,2.1,192,62.9,1012.9,238.9,24.4,28.1,20.2,0,622,373675,166.454.806.984.679,0.28,4.14,35.14,40.95,59.45,NA,NA,2.82
684,2013-07-31,1.7,231.6,64.6,1008.9,320.9,25.5,30.8,20.2,0,591,340770,173.430.759.749.978,0.5,8.67,37.71,50.67,62.21,NA,NA,3.5
685,2013-08-01,1.8,239.8,59.5,1006.6,327.5,25.3,30.6,19.7,0,547,329499,166.009.608.526.885,0.54,4.96,28.58,35.83,71.62,NA,NA,2.42
686,2013-08-02,1.7,239.6,58.4,1007,305.1,25.6,30.7,20.5,0,197,140773,139.941.608.120.875,0.4,3.33,32.33,36.96,69.96,NA,NA,2.83
687,2013-08-03,1.8,148.1,68.2,1008.6,157.8,24.7,28.1,21.4,0,137,92315,148.404.917.943.996,0.31,2.75,24.08,27.96,67.5,NA,NA,2.58
688,2013-08-04,1.5,185.6,63.6,1009.3,305.7,25.7,30.8,20.8,0,753,437310,172.189.064.965.356,0.57,05.08,32.42,40.08,63.46,NA,NA,2.17
689,2013-08-05,1.7,225.6,55.7,1006.4,292.4,25.9,30.3,20.5,0,617,363739,169.627.122.744.605,0.5,3.5,23.38,28.46,68.12,NA,NA,2.38
690,2013-08-06,2,115,68.3,1003.5,270.1,26.2,30.3,22.8,0,498,306571,162.441.979.182.636,0.58,4.25,26.12,32.04,64.29,NA,NA,2.58
691,2013-08-07,1.6,169.2,73.5,1000,155.5,25.3,29.2,20.6,1.5,537,323018,166.244.605.563.777,0.5,3.12,18.67,23.38,84.33,NA,NA,2.38
692,2013-08-08,2.6,230.7,54.5,1006.8,300.5,22.5,27.6,17.6,0,552,333942,165.298.165.549.706,0.54,3.46,19.12,24.04,75.58,NA,NA,2.46
693,2013-08-09,2.7,217.9,50.7,1010.7,319.3,24,28.4,18.9,0,212,141313,150.021.583.293.823,0.68,2.54,17.04,20.58,83.38,NA,NA,3.46
694,2013-08-10,1.5,200.2,59.2,1009.8,260.2,24.6,28.5,20.4,0,123,82900,148.371.531.966.224,0.47,3.46,21.71,26.5,65.58,NA,NA,2.83
695,2013-08-11,1.7,221,55.4,1008.3,308.5,25.1,29.8,19.7,0,743,417448,177.986.240.202.373,0.46,6.29,28.88,38.17,67.88,NA,NA,2.42
696,2013-08-12,2,241.2,45.2,1006.4,302,26,31.2,20.2,0,637,380336,167.483.488.284.044,0.4,08.05,27.48,39.43,74.29,NA,NA,4.23
697,2013-08-13,1.8,204.3,50.7,1006.8,290.6,26.8,31.6,22.5,0,575,339986,169.124.611.013.395,0.37,3.88,18.08,23.83,81.83,NA,NA,2.46
698,2013-08-14,2.4,225.6,61.5,1007.7,301.6,25.4,29.3,21.2,0,151,98928,152.636.260.714.863,0.22,2.12,12.17,15.25,89.25,NA,NA,3.21
699,2013-08-15,1.8,154.5,59.9,1008.8,299,24.9,28.4,22,0,530,336489,157.508.863.588.409,0.25,02.08,12.42,15.29,83.62,NA,NA,2.21
700,2013-08-16,2.1,240,67.7,1008,219.3,24.9,29,21.2,0,221,153800,14.369.310.793.238,0.3,02.08,18.33,21.38,89.88,NA,NA,3.25
701,2013-08-17,1.9,165,61.6,1008.1,229.1,24.4,28.5,21.5,0,128,89340,14.327.289.008.283,0.25,2.17,16.25,19.21,81.29,NA,NA,2.33
702,2013-08-18,2.1,252.7,65.6,1007.6,274.8,25.1,29,21,0,806,475197,169.613.865.407.399,0.31,3.38,21.12,26.21,68.33,NA,NA,3.29
703,2013-08-19,2.4,193,63.4,1008.8,278.2,25.7,30.5,21.3,0,649,400033,162.236.615.479.223,0.29,2.75,11.21,15,69.79,NA,NA,2.92
704,2013-08-20,2.6,245.8,58.1,1010.4,274.6,25,29.5,22,0,644,401751,160.298.294.217.065,0.33,2.83,18.79,22.96,79.39,NA,NA,3.21
705,2013-08-21,1.8,211.1,63.9,1009,211.8,24.7,28.8,20.5,0,613,380332,161.174.973.444.254,0.36,2,12.67,15.67,94.29,NA,NA,2.12
706,2013-08-22,2.2,253.1,65.5,1006,237.8,24.8,28.9,20.8,0,520,320172,162.412.703.172.045,0.38,03.04,20.04,24.42,85.5,NA,NA,2.92
707,2013-08-23,1.6,227.5,65.8,1005.5,258.9,25.1,29,21,0,200,141339,141.503.760.462.434,0.36,2.62,15.88,19.58,84.38,NA,NA,2.92
708,2013-08-24,2,193.4,66.7,1005,220.4,24.1,28.5,20.6,0.3,131,89531,14.631.803.509.399,0.46,2.33,10.12,13.25,66.29,NA,NA,2.75
709,2013-08-25,2.9,219.4,62,1003.4,196.5,21.5,26.6,18,2,798,459058,17.383.424.316.753,0.36,2.54,19.25,23.21,59.12,NA,NA,02.08
710,2013-08-26,2.2,103.9,78.9,1002.6,43,19.7,21,17.1,3.7,671,410608,163.416.202.314.616,0.33,7,23.86,34.68,56.36,NA,NA,2.14
711,2013-08-27,2,187.5,64.1,1004.5,267.9,21.8,26.4,16.5,0,615,365630,168.202.827.995.515,0.42,5,31.5,38.54,66.25,NA,NA,02.04
712,2013-08-28,1.6,168.8,70,1006.8,147.6,21.9,26.3,19.1,0.3,615,363865,169.018.729.473.843,0.39,4.46,35.5,42.08,68.58,NA,NA,2.17
713,2013-08-29,1.7,253.7,59.5,1008.6,189.3,22.6,27.8,19.7,0.2,657,396930,165.520.368.830.776,0.37,3.46,28.29,33.33,88.67,NA,NA,2.75
714,2013-08-30,1.9,238.2,47.6,1008.9,216.2,24.2,28.8,19.9,0,184,134017,137.296.014.684.704,0.54,2.12,16.92,19.88,108.17,NA,NA,03.04
715,2013-08-31,2.3,245.9,52,1010.7,263.4,23.9,28.8,20.1,0,101,69502,145.319.559.149.377,0.6,2.46,18.21,21.67,117.79,NA,NA,4.38
716,2013-09-01,2.2,229.2,54.4,1011.1,270.4,24,28.9,20.1,0,912,535730,170.235.006.439.811,0.61,3.96,33.04,38.83,88.54,NA,NA,4.62
717,2013-09-02,1.5,207.8,59.4,1012.1,209.1,23.3,28.5,19.4,0,722,433980,166.367.113.691.875,0.64,5.58,28.79,36.96,82.29,NA,NA,2.83
718,2013-09-03,1.8,145,55.3,1013.1,275.1,22.9,28.7,18.1,0,673,415182,162.097.586.118.859,0.46,3.54,28.92,34,76,NA,NA,2.75
719,2013-09-04,1.6,163.6,66.2,1011.1,262.1,23.2,28,18.6,0,657,388214,169.236.555.095.901,0.41,11.17,41.62,58.5,70.21,NA,NA,2.96
720,2013-09-05,1.4,246.6,58.7,1005.4,268.4,23.3,29.3,17.9,0,649,410203,158.214.347.530.369,0.58,2.75,20.46,24.17,84.33,NA,NA,2.25
721,2013-09-06,2.2,250,65.9,1003.2,242.1,23.4,27.6,19.2,0,154,113513,135.667.280.399.602,0.47,2.92,20.08,24.21,63.46,NA,NA,2.17
722,2013-09-07,1.3,188.5,75.9,1006.1,92,21.6,27.2,17.6,10.5,106,78709,13.467.329.022.094,0.25,3.5,20.67,25.5,56.08,NA,NA,2.75
723,2013-09-08,1.6,164.3,77.2,1009.5,155.4,21.2,25,17.8,1,946,564004,167.729.306.884.348,0.52,5,26.33,34.08,44.83,NA,NA,2.46
724,2013-09-09,1.6,242.2,71.7,1012.8,169.7,20.9,24.7,17.8,0,809,441732,183.142.720.020.284,0.6,05.04,27.12,34.42,56.17,NA,NA,2.75
725,2013-09-10,2.1,199.5,69.5,1009,239.1,21.9,26.9,17.9,0,102,67619,150.845.176.651.533,0.45,2.62,14.17,18,51.83,NA,NA,2.12
726,2013-09-11,1.5,203.3,78.1,1009.9,67.3,17.5,20.3,14.8,3.5,865,498888,173.385.609.595.741,0.4,5.29,38.71,46.5,52,NA,NA,2.83
727,2013-09-12,1.2,217.9,64.2,1010.5,207.9,19.4,24.3,15.7,0,801,444424,180.233.290.731.374,0.3,8.67,40.38,53.25,62.38,NA,NA,03.04
728,2013-09-13,1.4,221.8,66.1,1012.3,229.3,20.6,25.5,15.3,0,201,137054,1.466.575.218.527,0.39,3.5,25.71,30.92,62.83,NA,NA,2.58
729,2013-09-14,2.5,255,69.6,1008.3,227.8,22,26.9,17.2,0,141,88297,159.688.324.631.641,0.36,2.25,15.17,18.29,60.88,NA,NA,2.42
730,2013-09-15,2.1,148.3,78.3,1005.7,58.9,20.1,21.6,18.6,0.7,1046,539274,193.964.478.168.797,0.41,4.76,30.76,37.71,51.36,NA,NA,2.41
731,2013-09-16,2,200.8,62,1002.2,247.3,21.2,26.4,16.6,0,1115,592248,188.265.726.519.971,0.37,5.38,25.92,33.96,56.83,NA,NA,2.79
732,2013-09-17,2.2,153.2,67.6,1003.5,125.4,20.1,23.6,18.6,0.4,1045,524164,199.365.084.210.285,0.41,8.5,30.71,43.5,46.75,NA,NA,2.88
733,2013-09-18,2.2,257.3,60.2,1003,246.3,21.3,26.6,17,0,1073,527576,203.383.019.697.636,0.5,6.29,26.96,35.88,47.17,NA,NA,2.75
734,2013-09-19,1.9,212.9,65.8,1003.6,202.1,21.5,25.2,18.1,0,1163,545380,213.245.810.260.736,0.49,08.08,34.12,46.08,46.67,NA,NA,2.62
735,2013-09-20,1.8,229.8,56.8,1008,230.1,21.6,26.2,16.7,0,287,180916,158.637.157.575.892,0.42,4.42,27.54,34.17,56.42,NA,NA,3.5
736,2013-09-21,1.5,158.5,65.4,1012,234,22,27,17.7,0,164,105612,15.528.538.423.664,0.37,3.33,26.33,31.04,59.21,NA,NA,3.58
737,2013-09-22,1.3,165,69.2,1013.8,194.3,21.2,26.1,16.7,0,1855,790048,234.795.860.504.678,0.48,7,32.79,43.17,58.5,NA,NA,3.33
738,2013-09-23,1.2,199.7,69.1,1011,218.2,20.9,25.5,16.5,0,308,175910,175.089.534.421.011,0.68,3.88,24.25,29.62,64.67,NA,NA,2.21
739,2013-09-24,1.9,241.9,72.1,1006.5,158.2,21.4,25.1,17,0,1740,807314,215.529.521.351.048,0.55,4.46,24.21,30.58,68.96,NA,NA,2.29
740,2013-09-25,2.3,256.1,71.1,1004.6,215.2,22.3,26.2,18.7,0,1531,727041,210.579.595.923.751,0.39,6.33,31.71,40.96,52.58,NA,NA,2.29
741,2013-09-26,2.1,248.8,74.7,1005.3,190.7,22.7,26.6,19.5,0,1259,585539,215.015.566.853.788,0.69,15.1,45.76,68.14,41.64,NA,NA,5.7
742,2013-09-27,1.5,192.4,67.4,1003,201.6,23.1,28.6,17.7,0,278,181630,153.058.415.460.001,0.5,5.21,32.17,39.88,49,NA,NA,2.79
743,2013-09-28,1.8,215.7,71.8,997.3,98.4,22.7,25.1,20.6,0,182,113292,160.646.824.135.861,0.42,2.54,10.08,13.88,69.75,NA,NA,2.5
744,2013-09-29,2.5,244.2,47.2,995.6,203.4,23.3,28.8,18.9,0,1831,805765,227.237.469.981.943,0.71,8.67,39.62,52.75,40,NA,NA,2.62
745,2013-09-30,2,252.9,57.4,996.9,158.6,22.2,28.9,17.6,0,1433,718759,19.937.141.656.661,0.63,14.88,51.38,74.04,35.68,NA,NA,3.29
746,2013-10-01,1.7,196.9,60.5,998.3,193.3,23.9,29.3,18.7,0,1319,677451,194.700.428.518.077,0.55,13.04,44.58,64.12,44.38,NA,NA,2.58
747,2013-10-02,2.6,109.6,72,1001.5,191.2,23,26.9,20.2,0,1158,589140,196.557.694.266.219,0.3,3.83,17.42,23.17,58.08,NA,NA,02.04
748,2013-10-03,4.4,81.7,82.1,1005.5,87.6,22.7,24.2,20.5,2.7,1117,561068,19.908.460.293.583,0.4,5.79,26,34.58,53.65,NA,NA,2
749,2013-10-04,3,131,87.8,1005.9,30.4,20.6,23.3,17.5,6.8,280,175156,159.857.498.458.517,0.54,05.04,18.21,25.5,56.9,NA,NA,2.12
750,2013-10-05,2.2,217.6,70,1010.6,206.3,20.2,25.7,16.7,1.4,149,93721,158.982.511.923.688,0.47,4.21,15.54,21.83,53.83,NA,NA,2.83
751,2013-10-06,1.7,166.8,71.7,1011.5,152.1,19.5,23.2,16.8,0.1,1741,789236,220.593.079.889.919,0.3,6.67,23.83,33.75,53.46,NA,NA,2.25
752,2013-10-07,1.7,221.5,68.8,1011.6,176.1,19.1,23.8,16.2,0.1,1338,676910,197.662.909.397.113,0.32,9.86,32.19,46.9,41.81,NA,NA,2.64
753,2013-10-08,1.4,172.8,69.4,1012.3,136.6,19.4,23.3,16.1,0,1271,646164,196.699.289.963.539,0.38,4.33,34.21,40.5,50.17,NA,NA,2.29
754,2013-10-09,1.6,126.2,73.2,1010.7,91.8,19.1,22.1,17.7,0,1204,598843,201.054.366.503.407,0.41,5.21,34.62,42.08,48,NA,NA,2.88
755,2013-10-10,2,152.9,68.8,1004.6,148.4,18.3,21.9,15,0,1137,587233,193.619.908.962.882,0.43,4.21,32.21,38.08,45.92,NA,NA,2.33
756,2013-10-11,2.6,90.2,76.3,1005.4,38,12.4,14.6,9.9,5.3,171,118811,143.926.067.451.667,0.56,2.75,23.92,28,53.29,NA,NA,2.29
757,2013-10-12,1.4,199.5,63.3,1008.4,149.8,15,19.2,10.9,0,150,99515,150.731.045.571.019,0.5,4.75,31.88,38.71,52.96,NA,NA,2.33
758,2013-10-13,1.4,177.9,67.5,1009.3,162.5,17.3,22.6,12.4,0,1924,887943,216.680.575.217.103,0.45,19,48.83,77.71,42.79,NA,NA,03.08
759,2013-10-14,1.5,243.9,66.1,1009.2,164.8,18.7,23.9,14.2,0,1461,727810,200.739.203.913.109,0.46,13.58,41.12,61.58,44.33,NA,NA,2.75
760,2013-10-15,1.9,258.6,61.2,1006.5,112,20.8,25.7,17.1,0,1432,709509,201.829.716.043.066,0.53,16.08,46.42,70.75,27.83,NA,NA,3.71
761,2013-10-16,1.5,137.8,64.7,1007.3,176.4,21,26.8,17,0,1247,626688,198.982.587.826.797,0.4,8.33,42.71,55.12,33.5,NA,NA,2.92
762,2013-10-17,1.4,150.2,79.4,1008.9,55,19.9,22.4,17.7,0,1153,560625,205.663.322.185.061,0.54,21.57,43.3,75.87,33.55,NA,NA,1.6
763,2013-10-18,2,251.4,79.6,1005.5,152.1,20.4,25,17.3,0,252,177671,14.183.518.976.085,NA,6.88,33.92,43.92,35.79,NA,NA,1.42
764,2013-10-19,1,192.5,80.1,1006.9,96.3,20.9,24.9,18.6,0,166,110784,149.841.132.293.472,NA,2.92,28.5,31.79,43.29,NA,NA,01.04
765,2013-10-20,1.5,234.8,78.1,1008.1,133.3,20.5,25.6,17.6,0,1580,751786,210.166.190.910.711,NA,12.83,35.58,54.79,46.79,NA,NA,1.33
766,2013-10-21,1.3,249.2,79.2,1007.4,150.3,20.4,24.6,16.6,0,1332,706422,188.555.849.053.399,NA,15.68,38.55,62.18,33.14,NA,NA,1.18
767,2013-10-22,1.6,222.6,79.5,1002.4,132,20.6,24.4,17.5,0.1,1188,608887,195.110.094.319.636,NA,8.54,26.96,39.54,46.75,NA,NA,1.29
768,2013-10-23,2,279,60.9,1003.7,142.8,21.2,26.4,17.9,2.6,1119,574304,194.844.542.263.331,0.39,39.12,54.54,88.39,41.62,NA,NA,1.79
769,2013-10-24,1.2,213,64.6,1006.7,141.8,20,25.7,15.3,0,1108,561631,19.728.255.740.869,0.32,9.46,32.92,46.96,42.83,NA,NA,1.33
770,2013-10-25,2,105.5,79.3,1006.8,116.5,21.1,24.8,18.3,0,220,152690,144.082.782.107.538,0.22,1.46,18,19.58,59.67,NA,NA,1
771,2013-10-26,3,87.6,80.1,1008.2,81.5,20.9,23.5,19.3,0,124,78146,158.677.347.528.984,0.36,2.88,17.38,21.17,61.46,NA,NA,01.08
772,2013-10-27,2.7,285.1,47.1,1010.5,158.8,22.3,28.2,17.8,0,1489,719910,206.831.409.481.741,0.46,14.25,48.71,70.08,36.33,NA,NA,2.79
773,2013-10-28,1.9,225.6,67.2,1005.7,149,20.3,25.4,16,0,1203,612046,196.553.853.795.303,0.61,30.67,46.96,93.42,24.42,NA,NA,1.42
774,2013-10-29,1.7,197,71.7,1007.1,15.2,15.5,19.1,12.2,2.8,1216,640316,189.906.233.797.063,0.89,31.71,47.96,96.04,25.05,NA,NA,1.46
775,2013-10-30,1.1,248.3,52.9,1009.5,53.9,13.8,16.2,11.6,0,1093,552874,197.694.230.511.835,0.73,24.42,48.5,85.29,31.21,NA,NA,1.58
776,2013-10-31,2,264.2,45.8,1012,139.2,15,21.2,11.4,0,172,120054,143.268.862.345.278,0.38,4.42,29.12,35.33,51.83,NA,NA,1.5
777,2013-11-01,1.8,262.5,44.7,1010.7,135.2,15.6,20.7,11.5,0,325,213973,151.888.322.358.428,0.38,2.54,23.83,27,57.25,NA,NA,2.58
778,2013-11-02,2.1,268.2,43.4,1006.2,124.8,18.2,24.1,14.4,0,156,102191,152.655.321.897.232,0.3,1.67,19.96,21.62,56.75,NA,NA,1.83
779,2013-11-03,2.4,125,63.9,1007,129.4,17.1,20.4,15.2,0,1850,878695,21.053.949.322.575,0.24,3.29,16.67,20.67,53.88,NA,NA,1
780,2013-11-04,3.4,276.5,60.4,997.7,60.2,15.7,18.4,13.5,0,1446,745648,193.925.283.780.014,0.37,10.08,21.88,36.42,49.79,NA,NA,01.08
781,2013-11-05,3.6,251.6,59,997.7,123.8,17.6,24.3,13.1,0,1276,683129,186.787.561.353.712,0.42,24.62,41.5,78.75,31.88,NA,NA,1.83
782,2013-11-06,2.9,206.5,62.2,1005.9,138.1,19.8,24.1,15.5,0,1321,688875,191.761.930.684.086,0.51,37,56.12,112.17,21.38,NA,NA,1.62
783,2013-11-07,1.2,169.7,77.9,1007.5,132.1,17.6,22.7,13.9,0,1147,582210,197.007.952.457.017,0.34,6.67,24.58,34.46,37.92,NA,NA,01.04
784,2013-11-08,2.8,271,55.4,1004.6,123.2,18.4,24.3,14.4,0,237,165668,143.057.198.734.819,0.39,5.17,26.42,33.67,46.75,NA,NA,1.12
785,2013-11-09,2.4,276.8,44.2,1009.5,113.2,15.4,18.9,13,0,149,93938,158.615.256.871.554,0.31,2.92,13.33,16.79,53.75,NA,NA,1
786,2013-11-10,3.7,236.6,51.4,1007.5,100.6,15.9,20,11.3,0,1716,821080,208.993.033.565.548,0.55,21.52,47.9,80.52,30.36,NA,NA,1.38
787,2013-11-11,1.4,224.1,68.4,1009.3,129.5,15,18.9,11.5,0,1377,721287,190.908.750.608.288,0.67,39.38,64.75,124.62,20.96,NA,NA,1.33
788,2013-11-12,1.2,265.9,67.6,1009.8,132.2,15.6,21.8,10.3,0,1340,704610,190.176.125.800.088,0.44,13.17,44.33,64.04,24.71,NA,NA,1.21
789,2013-11-13,1,235.4,65.4,1010,74.3,16.5,20.4,13.5,0,1350,685680,196.884.844.242.212,0.46,9.79,29.42,44.08,32.04,NA,NA,1.33
790,2013-11-14,2.3,271.4,57.7,1010.8,120.3,14.5,19.5,11.5,0,1226,627939,195.241.894.515.232,0.63,5.42,29.62,37.67,53.42,NA,NA,1.12
791,2013-11-15,2.8,214.4,33.8,1007,130.5,11.5,17.1,8.6,0,213,142148,149.843.824.746.039,0.4,2.54,16.88,20.5,49.08,NA,NA,1
792,2013-11-16,4.3,61.8,71.6,1006.1,6.7,10.9,13,8.4,32.3,174,101921,17.072.045.996.409,0.28,3.25,21.88,26.67,48.08,NA,NA,1
793,2013-11-17,3.1,67.9,89.6,1002.8,21.8,11.9,13.5,10.4,43.7,1602,793794,201.815.584.395.952,0.2,6.88,37.29,47.5,40.08,NA,NA,1
794,2013-11-18,3.1,133.2,91.4,991.5,25.4,12.1,14.1,10.9,36.8,1408,695024,202.582.932.387.946,0.36,10.29,29.29,44.54,30.25,NA,NA,1
795,2013-11-19,3.1,279.5,60.7,993.5,83,13.2,18,10.8,0.6,1440,746153,192.989.909.576.186,0.62,12.08,30.29,48.54,49.04,NA,NA,1.12
796,2013-11-20,2.9,294.6,39.1,1001.7,113.8,8.8,12.1,6.7,0,1384,698420,198.161.564.674.551,0.46,4.29,12.81,19,58.82,NA,NA,1
797,2013-11-21,4.2,287.3,54.9,993.8,73.1,8.7,12.2,6.5,0,1335,654675,203.917.974.567.534,0.53,5.83,19.08,27.79,54.46,NA,NA,1
798,2013-11-22,3.4,284.7,43.7,993.6,112.8,8.7,12.1,5.8,0,251,173082,145.017.968.361.817,0.56,10.42,29.96,45.67,41.67,NA,NA,01.04
799,2013-11-23,3.2,259.1,45.9,997.3,92.2,7.5,12.4,4.4,0,143,101357,141.085.470.169.796,0.48,10.17,25.04,39.96,43.25,NA,NA,01.04
800,2013-11-24,2.1,282.7,50.3,1002.1,67.5,8.4,14.5,4.9,0,2003,923717,216.841.305.291.556,0.48,11.62,31.58,48.92,37.42,NA,NA,01.04
801,2013-11-25,2.9,290.2,48.9,1008.4,117.1,8.4,13.2,4.4,0,1678,817725,205.203.460.821.181,0.42,10.17,33.88,48.96,42.33,NA,NA,01.04
802,2013-11-26,2.1,278.5,50.8,1012.9,100.2,7.6,12.3,3.5,0,1541,786104,196.030.041.826.527,0.34,4.25,25.79,31.88,48.88,NA,NA,1
803,2013-11-27,3,174.6,50,1014.9,101.9,6.3,11.1,1.7,0,1383,691537,199.989.299.198.741,0.48,21.17,45.12,76.83,37.62,NA,NA,1.33
804,2013-11-28,1.6,202.8,48.1,1018.3,109.5,7.2,12.8,2.2,0,1363,657319,207.357.462.662.725,0.4,11.67,44.17,61.42,32.71,NA,NA,1.54
805,2013-11-29,1.6,249,57.3,1016.9,97.9,6.2,11.8,1.9,0,262,169488,154.583.215.330.879,0.3,5.75,31.25,39.54,36,NA,NA,1
806,2013-11-30,2.3,209.9,59.8,1006.4,34.9,6.1,8.8,4.7,0,188,121282,155.010.636.368.134,0.23,3.25,22.12,26.83,51.21,NA,NA,01.04
807,2013-12-01,2.1,171.8,42.3,1006.8,98.9,10.3,16.2,6,0,2155,1001416,215.195.283.478.594,0.31,7.83,26.67,38.21,39,NA,NA,1
808,2013-12-02,2.1,257.7,46.1,1010.3,28.5,7.8,12.4,4.6,0,1713,845901,202.505.967.010.324,0.4,21.75,57.88,90.88,33.38,NA,NA,1.29
809,2013-12-03,1.8,134.6,44.9,1015.6,99.7,12.9,17.7,8.3,0,1561,788406,197.994.434.339.668,0.43,39.79,61.12,121.92,25.42,NA,NA,1.54
810,2013-12-04,1.6,243.1,46.8,1016,108.5,12.2,19.3,6.4,0,1504,758254,198.350.420.835.235,0.28,7.71,32.25,43.62,37.58,NA,NA,1.17
811,2013-12-05,4.7,301.2,54.1,1015.1,95.5,10.1,13.6,8.2,0,226,142405,158.702.292.756.575,0.2,2.33,14.08,17.38,49.46,NA,NA,1
812,2013-12-06,3.7,305.7,57.6,1014.9,103,8.7,12.9,6.6,0,372,269073,138.252.444.503.908,0.38,28.58,49,92.46,25.62,NA,NA,1.46
813,2013-12-07,1.3,241.2,56.1,1014,101.3,9.6,15.6,5.5,0,213,142960,148.992.725.237.829,0.3,15.96,41.21,65.38,32.25,NA,NA,1.17
814,2013-12-08,1.2,137.8,73.1,1018.1,94.8,10.4,14.9,7.8,0,2365,1090875,216.798.441.617.967,0.37,23.19,51.38,86.67,29.36,NA,NA,1.65
815,2013-12-09,1.4,250.4,73.7,1020.6,95.4,9.7,14.1,5.3,0,1921,941376,204.062.988.646.407,0.58,70.92,77.5,164.48,22.17,NA,NA,02.08
816,2013-12-10,0.9,259.9,71.7,1022.7,95.8,9.6,14.3,4.5,0,1787,906714,197.085.299.223.349,0.45,20.96,68.21,100.17,26.38,NA,NA,1.21
817,2013-12-11,1.3,274.8,67.1,1023.4,35.8,11,13.1,9.2,0,1571,812447,193.366.459.596.749,0.5,56.58,70.04,140.83,33.21,NA,NA,1.88
818,2013-12-12,1.4,271.9,69.4,1019.7,91.2,10.4,15.7,6.9,0,1566,764580,204.818.331.633.053,0.44,35.46,55.42,109.17,19.33,NA,NA,1.42
819,2013-12-13,1.2,279.8,73,1016.2,95,7.1,12.2,4.1,0,385,249938,154.038.201.473.966,0.47,43.54,65.75,132.17,18.92,NA,NA,1.71
820,2013-12-14,1.5,272.6,63.4,1021,90.1,9.4,14.9,4.3,0,214,149882,14.277.898.613.576,0.26,10.25,34.75,49.83,45.5,NA,NA,1.12
821,2013-12-15,2.7,161.7,57,1022.5,98.5,11.5,18.2,8.3,0,2450,1132197,216.393.436.831.223,0.22,6.71,42.5,52.33,46.46,NA,NA,1
822,2013-12-16,1.9,71.8,72.2,1022.6,40.1,11.5,13.4,9.3,0,1856,916676,202.470.665.753.221,0.34,24.18,68.55,105.32,24.74,NA,NA,1.36
823,2013-12-17,0.7,147.6,78.5,1019.1,40.3,11.9,15.2,9.7,0,1673,866923,192.981.383.583.086,0.42,34.46,61,96.57,27,NA,NA,1.33
824,2013-12-18,1.6,273,73.8,1014.2,89.5,11.1,15.4,7.7,0,1543,796750,19.366.175.086.288,0.36,34.67,55.88,108.54,23.92,NA,NA,1.46
825,2013-12-19,1.2,268.4,82.7,1005,21.5,10.6,12.5,9.5,8.8,1466,751622,195.044.849.671.777,0.39,49.5,53.75,129.21,11,NA,NA,1.33
826,2013-12-20,1.1,260.5,78.2,1012.2,50,10,13.1,7.4,3.7,474,327479,144.742.105.600.664,0.39,30.12,49.38,95.04,21.54,NA,NA,01.08
827,2013-12-21,1.3,264.4,59,1022.2,67.4,8.5,13.4,5.3,0.1,247,158727,155.613.096.700.624,0.5,25.96,55.58,94.83,19.17,NA,NA,2.12
828,2013-12-22,1.4,267.1,59.1,1019.8,94.2,8.8,14.7,4.6,0,2121,996817,212.777.270.050.571,0.46,29.67,56.04,100.96,23.75,NA,NA,1.75
829,2013-12-23,2.1,274,61.2,1014.6,66.7,9.4,14,6,0,1337,678798,196.965.813.099.037,0.27,17.71,45,71.71,35.25,NA,NA,1.25
830,2013-12-24,2.4,258.4,78.1,1002.8,42.1,11.3,13.1,8.3,0.2,254,164085,15.479.781.820.398,0.2,4.79,20.17,27.17,56.42,NA,NA,01.08
